line	lower
0	7.290351175670951
1	7.670808313719441
2	7.835466489847828
3	7.898519216249053
4	7.975219519260557
5	8.117913253847062
6	8.234964937642385
7	8.191800740603295
8	8.176572656512114
9	8.315385666079706
10	8.433780473547323
11	8.323787457590814
12	8.440955959044881
13	8.509449767930715
14	8.287498119356648
15	8.285466688869084
16	8.3830206850099
17	8.498351909788656
18	8.604320815329185
19	8.56866329818498
20	8.445851528719007
21	8.425211750606037
22	8.323365811538933
23	8.257800532682484
24	8.32805357966016
25	8.356453842343706
26	8.463746055532381
27	8.453708735785362
28	8.531227034934513
29	8.634905586934245
30	8.578263598298808
31	8.673021549705854
32	8.672754538828162
33	8.655950881123347
34	8.693033486488105
35	8.665081710593796
36	8.638934373652052
37	8.64787593141765
38	8.606257753012862
39	8.421592510210246
40	8.532764336252118
41	8.632422739428668
42	8.787662657162418
43	8.997655937038633
44	8.812695600585627
45	8.80134704065631
46	8.752637055930926
47	8.68775087827705
48	8.798993933166576
49	8.716310773502958
50	8.694411450184486
51	8.779654998869624
52	8.590725064068248
53	8.524030320995433
54	8.657468301997355
55	8.565702925565647
56	8.481440231912137
57	8.650024824502914
58	8.865616265112887
59	8.705393231018773
60	8.795474928718008
61	8.997532007947095
62	8.980203555871427
63	8.669033142573412
64	8.38880747112098
65	8.078081915598382
66	8.090694318736777
67	8.372644573274528
68	7.833195720291879
69	7.653957321013294
70	7.846386189237763
71	7.970915757788717
72	8.56594145156296
73	8.385417769931578
74	8.356652587456761
75	8.76566185742557
76	8.34087775968238
77	8.487398947954972
78	8.382667444452158
79	8.443075068709305
80	8.860368925445744
81	8.655532930915541
82	8.469614484774466
83	8.799407312879147
84	8.983220769917956
85	8.691129477700706
86	9.035421825224716
87	9.292815269372444
88	9.066301054627615
89	8.946349071121926
90	9.02725087309647
91	8.96613669280552
92	9.273698791917534
93	9.094820686310332
94	8.204160991491129
95	8.576117388430536
96	9.344833814202225
97	9.292629957844728
98	8.753185181475725
99	8.284986478418997
100	8.239642910009529
101	8.36852092603646
102	9.054554742420127
103	9.679138882459533
104	10.000466271796913
105	9.10617541789522
106	8.977603348661603
107	10.361784684543036
108	9.738264621453917
109	8.936071051571076
110	9.347314152044788
111	9.869865172741704
112	9.76632928897266
113	8.937118753979753
114	8.73425219727579
115	8.693623018449792
116	8.840131500000002
117	9.009884000000003
118	9.5371655
119	10.723191500000013
120	10.673109999999994
121	10.050986999999985
122	9.907168999999978
123	9.949294999999982
124	9.376197000000008
125	9.794414
126	9.766961
127	8.711743500000004
128	9.051124500000004
129	9.347036999999855
130	8.946371249999851
131	8.975679750000022
132	10.066414500000029
133	10.101867499999967
134	8.91500849999997
135	8.379895000000012
136	8.791890000000002
137	9.0507865
138	9.281642000000002
139	10.961825500000007
140	10.845712000000004
141	9.861405
142	10.963355499999999
143	9.9251915
144	9.0697485
145	11.295192
146	12.697695499999998
147	11.5665045
148	11.666624
