line	upper
0	5.190189900482039
1	5.706678259378712
2	5.774551998055635
3	5.960865406006635
4	6.215504359217427
5	6.485943175865691
6	6.528590197397769
7	6.426719386595462
8	6.450250918769395
9	6.391532551280738
10	6.371174825144349
11	6.511405076978097
12	6.65960098933877
13	6.736362894475423
14	6.495903747343034
15	6.736885530782924
16	7.132304911108491
17	7.372461846560334
18	7.374855243953597
19	6.984710529997646
20	6.8425886881901015
21	7.148906953227119
22	7.538587504169409
23	7.949670301803934
24	8.501730041830921
25	8.398310432395872
26	8.001385509151739
27	8.695327481406348
28	8.625621048095418
29	8.67679145451589
30	8.852691982763886
31	9.08383129290564
32	9.418342777848562
33	8.015937017235238
34	9.368866157279896
35	11.232375210441322
36	11.566996450693864
37	8.953087585952455
38	6.6987964318345075
39	7.602553151135969
40	6.619764928940657
41	5.02783366988025
42	4.883822169187404
43	5.800969338690008
44	5.893847698059192
45	6.715917040998846
46	7.201172760079101
47	6.07375108764213
48	5.623964397525091
49	4.958551955927961
50	4.155373179665249
51	3.7158984005617337
52	3.4790557719961797
53	3.570668602638035
54	3.9819947441898744
55	6.6296449059442555
56	8.598423258614822
