line	lower
0	7.56290883275939
1	7.784663764984248
2	7.905343004554192
3	8.008216235048058
4	8.105092228451472
5	8.15485699722518
6	8.20576879707725
7	8.2535932033415
8	8.305176565029718
9	8.31958656183526
10	8.437368216296102
11	8.416618612760765
12	8.364227039200765
13	8.397458228399898
14	8.335259402183274
15	8.39190929932887
16	8.493670750169542
17	8.53350760398682
18	8.525086172024096
19	8.496937524395507
20	8.38460867012897
21	8.34150614164426
22	8.325709695599546
23	8.307127187513096
24	8.39589981759627
25	8.405081289064535
26	8.497486545233448
27	8.544307161359804
28	8.55474531661666
29	8.65396356832005
30	8.625509068563485
31	8.664486215414602
32	8.682894012658133
33	8.66051629585857
34	8.665983930070079
35	8.656478821005724
36	8.622596063332457
37	8.534734220813949
38	8.569511044632492
39	8.527007624819458
40	8.660213496707268
41	8.81503933823365
42	8.800179128874023
43	8.899501488847472
44	8.782666328258276
45	8.74454895946668
46	8.775815494548752
47	8.702030825890004
48	8.74670269167553
49	8.747982886186291
50	8.642568257126367
51	8.651842659932528
52	8.624096683032803
53	8.54486662328054
54	8.569454266954747
55	8.60786387503428
56	8.673528248512511
57	8.677709027760843
58	8.830545596915448
59	8.851462619482934
60	8.887839242294717
61	8.833282575260254
62	8.684505513496203
63	8.373557529085897
64	8.239750894928878
65	8.225363244436455
66	7.961945019514328
67	8.013300947143911
68	7.839790954764821
69	7.8124365394010065
70	8.206163820400361
71	8.178166763860148
72	8.46129701950986
73	8.575539813678574
74	8.34876517356957
75	8.626530402690271
76	8.36177260206727
77	8.465237008332139
78	8.62151818494895
79	8.549303999812423
80	8.664991705110104
81	8.727470121897344
82	8.726417627346212
83	8.745268395289926
84	9.009321297571336
85	8.991972373536575
86	9.050861439926166
87	9.119582170247185
88	9.046775963862043
89	8.956242881963723
90	9.150474832507001
91	9.030478689557926
92	8.73892989170433
93	8.835469037370434
94	8.774497402846677
95	8.934373673137632
96	9.049009497838975
97	8.788808218131862
98	8.496414045742627
99	8.326753702227728
100	8.647098826214828
101	9.023829904247997
102	9.52751050710852
103	9.392657150177376
104	9.489034810229258
105	9.733980051219127
106	9.357933985057759
107	9.648927868057056
108	9.542789386749353
109	9.40296811215639
110	9.556821720508724
111	9.403491963360729
112	9.250290743124225
113	8.815370886214772
114	8.787191848637896
115	8.851753509224897
116	9.188648500000001
117	9.866537750000008
118	10.105137749999997
119	10.387089249999999
120	10.290139499999986
121	10.000140999999983
122	9.641682999999993
123	9.87185449999999
124	9.571579000000005
125	9.253078750000002
126	9.409042750000003
127	9.02939024999993
128	8.998747874999928
129	9.161358374999939
130	9.50639287499994
131	9.538773624999994
132	9.4907115
133	9.24088124999999
134	8.853449249999986
135	8.715340750000006
136	9.036766
137	10.006306000000002
138	10.063677000000002
139	10.411615250000002
140	10.904533750000002
141	9.89329825
142	10.016551999999999
143	10.61019175
144	10.883721999999999
145	11.43084825
146	12.18215975
