line	average
0	9.023384023750001
1	9.43967691035354
2	9.621312220779226
3	9.618659859039541
4	9.920122194910183
5	9.826701491054315
6	10.006199453310103
7	9.965291903345722
8	10.045579290980386
9	9.856692411983474
10	10.087654943347637
11	10.01424904681818
12	9.886831549289099
13	10.273892462626266
14	10.040857885340314
15	10.086967485638302
16	10.127165015300543
17	9.93911456424581
18	10.272323855999998
19	10.38645790414201
20	10.314672862195122
21	10.022464061249996
22	10.06172658607595
23	10.006387609150329
24	9.953898640666674
25	10.138286037583887
26	10.210349965753425
27	10.06595165460993
28	10.122590797037033
29	10.423607298461539
30	10.145519526562499
31	10.204423296799993
32	10.55192392916666
33	10.294408233050845
34	10.22994502807018
35	10.309076431192663
36	10.428541921
37	10.245583952688174
38	10.549767699999997
39	10.473666390697673
40	10.293958995238093
41	10.093789275308641
42	10.248076071428565
43	10.39197278133333
44	10.301674118571432
45	10.51060654411765
46	10.777783651515152
47	10.270501401562502
48	10.087170867857143
49	10.441673625000004
50	10.247656602173915
51	10.445127556818182
52	10.362160779069766
53	10.32133682926829
54	10.61911147804878
55	10.085512385000001
56	10.466297845945943
57	10.382957481250001
58	10.338806183333332
59	10.942401962068965
60	10.817274592857146
61	11.179017553571427
62	10.980793982142862
63	10.68330724
64	10.577963476
65	10.588088782608693
66	9.54614405714286
67	10.195624700000002
68	10.226757526315788
69	9.479936233333333
70	10.358355144444445
71	9.7792435
72	9.691435521428572
73	11.075471033333331
74	10.253347308333334
75	10.047574708333334
76	10.369187374999997
77	10.085872633333333
78	10.295544291666667
79	10.359919383333333
80	11.442532541666665
81	10.056323458333333
82	9.939045
83	9.433820863636363
84	10.499792863636365
85	10.703137727272725
86	10.213206318181818
87	10.743067863636364
88	10.558933444444444
89	10.176852333333334
90	10.020455555555555
91	10.068393111111112
92	9.83552475
93	11.13173
94	9.43025
95	9.777099666666667
96	11.6374305
97	10.830005416666665
98	11.177290600000001
99	9.569487200000001
100	10.11051856
101	9.179237625
102	9.027130249999999
103	11.721176666666665
104	11.239198666666667
105	10.932178333333333
106	9.317942566666666
107	10.693222666666665
108	12.279846166666667
109	10.104706666666667
110	10.843657666666667
111	10.04829
112	11.328087333333334
113	9.955813
114	9.717913999999999
115	9.543096333333333
116	9.683933
117	11.600269
118	10.0759135
119	11.2061805
120	11.468066
121	10.4906315
122	10.790727
123	10.287170499999998
124	10.514496
125	9.5527675
126	11.956626499999999
127	9.6832585
128	11.0046625
129	9.9062635
130	9.2641605
131	11.97644275
132	9.429435000000002
133	11.1740935
134	9.44446
135	8.909864500000001
136	11.221901500000001
137	10.2440075
138	9.3176555
139	10.9699375
140	13.197317
141	9.518742
142	10.204068
143	11.722643
144	8.12774
145	10.011757
146	12.578627
147	12.816764
148	10.316245
149	13.017003
