line	upper
0	11.242127153852422
1	11.402803623358816
2	11.553829206697808
3	11.657085856219226
4	11.760817273728753
5	11.721261577094404
6	11.792461465074666
7	11.728402481050665
8	11.720751645233312
9	11.627771189647786
10	11.621814373276456
11	11.68830876539384
12	11.713265748888036
13	11.863664840797506
14	11.852530921687555
15	11.782303717131233
16	11.76770376091101
17	11.86616713895994
18	12.067176143321477
19	11.984966395139248
20	11.80352144459287
21	11.726487005496045
22	11.677654992865138
23	11.796588473409704
24	11.842610844402648
25	11.869968371874007
26	11.823079255916781
27	11.885160971587643
28	11.904189704755991
29	11.90972464438903
30	11.94975944855382
31	12.069295567922063
32	12.01424155184315
33	11.911070432264692
34	11.946880897316168
35	12.022263178956985
36	12.147872729646688
37	12.252022976347613
38	12.355100313439621
39	12.057028451697008
40	11.883277826522109
41	11.727930664946314
42	11.777282512236448
43	11.921358968142926
44	12.200387151821127
45	12.32113032432999
46	11.980611371180553
47	11.816335260806042
48	11.765525675530041
49	12.035302805916055
50	11.964047527081874
51	12.115138199648618
52	12.242744378757893
53	12.128153015670685
54	12.171634219498221
55	12.095751088312133
56	12.188023072184217
57	12.382074138251541
58	12.645668557933236
59	13.134793056671638
60	13.143460322918427
61	12.887869284914368
62	12.737740560062443
63	12.631179458061382
64	12.319242731983602
65	12.00373736804771
66	11.834237975685967
67	11.881968778183756
68	12.189744387924902
69	12.04295197962737
70	11.940587870779977
71	12.054039343917012
72	12.375379948465579
73	12.35037678763038
74	12.008803363604793
75	11.797564572240953
76	11.975302395494872
77	12.212028575334342
78	12.805432133921364
79	12.70834130700716
80	12.183458331834666
81	11.07092432205463
82	11.180604558394217
83	11.657507184436858
84	12.061913350988846
85	12.181937812570114
86	11.921564162800331
87	11.811451249500998
88	11.47496847024933
89	11.17972575274222
90	10.987166100352951
91	11.474790512952552
92	11.257540447099265
93	11.518395517532516
94	12.02077832720171
95	12.622024043382368
96	13.16176324963264
97	12.058810603574463
98	12.010041369043684
99	10.949108747686816
100	10.572877589336523
101	11.148264009463839
102	12.06029303992541
103	12.703639862290204
104	11.693755245164239
105	11.205190151488827
106	11.987337525555711
107	12.206751971338583
108	12.639825123616065
109	11.495651548559637
110	11.87997442275754
111	11.16583672362525
112	11.34129091035645
113	10.512667373935857
114	10.685181090705028
115	11.650975543255692
116	12.111541333333333
117	12.458656999999997
118	11.782864333333327
119	11.538183000000004
120	11.439826333333336
121	11.017965333333358
122	11.151015666666678
123	10.658428666666675
124	11.513849999999996
125	11.338796999999998
126	12.370590666666665
127	11.43534466666666
128	11.004232666666761
129	11.647381000000095
130	11.384497000000087
131	12.123198999999984
132	10.19946633333334
133	10.129277666666683
134	11.009304333333352
135	11.567499666666663
136	11.723678000000001
137	11.070219666666667
138	12.077951333333331
139	11.976533333333329
140	11.314920666666664
141	10.481817666666666
142	10.018150333333333
143	9.954046666666665
144	10.239374666666667
145	11.802382666666665
146	11.903878666666666
147	12.050004000000001
