line	lower
0	7.48078828273609
1	7.71696237008939
2	7.886233643121493
3	7.919903173783466
4	8.074531485787649
5	8.14420032137902
6	8.218918966682807
7	8.183306589822388
8	8.27253278564102
9	8.344626411785073
10	8.370675986360155
11	8.428339940428524
12	8.421122182615749
13	8.404147048272414
14	8.317462669165218
15	8.31986099299187
16	8.458031862786555
17	8.532430410631937
18	8.581793604903277
19	8.497430156585503
20	8.462387561754511
21	8.333898498821474
22	8.337020231063496
23	8.269126384857556
24	8.359078918266677
25	8.406423400090821
26	8.442849022350146
27	8.522938861818027
28	8.556955376618054
29	8.60597543682699
30	8.651485053132282
31	8.631208071422934
32	8.703276575015307
33	8.644549362611102
34	8.698161356192395
35	8.633205024296904
36	8.66805631947876
37	8.593989052576283
38	8.523161743850888
39	8.517247989132597
40	8.540605068128093
41	8.761294753767377
42	8.85053280198577
43	8.88147666120535
44	8.859655724315031
45	8.718130740466878
46	8.77635924277598
47	8.71656200214039
48	8.752141721157335
49	8.721002383412012
50	8.7392490982927
51	8.637278577122208
52	8.62566167883333
53	8.55582077920736
54	8.60898025316493
55	8.527427386485163
56	8.604017934835301
57	8.72736961284999
58	8.753319934239725
59	8.824336348993386
60	8.841263762795863
61	9.00754323222849
62	8.756969238699467
63	8.601726874344413
64	8.155554811850768
65	8.216167658453324
66	8.1447795466198
67	8.052910194915656
68	7.853621548137478
69	7.70207127222448
70	7.945434906468702
71	8.310060692590925
72	8.304789293597912
73	8.567218579036288
74	8.437936230839652
75	8.537525238870154
76	8.525100471171793
77	8.282195630221214
78	8.593232010523076
79	8.530842281881727
80	8.775142334832
81	8.548535225925168
82	8.734501259787601
83	8.766993785260112
84	8.882177921738426
85	8.924336793490491
86	9.088574254708085
87	9.174451178108432
88	9.029192418639559
89	8.997408247257782
90	8.962416177424828
91	9.215641394454854
92	9.007462719567402
93	8.707657593578594
94	8.54240845057607
95	8.874333012173189
96	9.268054428145136
97	8.99237820753665
98	8.561489537622984
99	8.290386842313183
100	8.305046700663475
101	8.803432351647269
102	9.26471068229681
103	9.891395915487571
104	9.299124465946873
105	9.423705559622286
106	9.54000340777762
107	9.84509836199475
108	9.51231520971727
109	9.168784673662586
110	9.600048910575795
111	9.72229016526364
112	9.326585311865772
113	8.965214848286363
114	8.61144779818386
115	8.90055667896653
116	8.795202333333336
117	9.462918333333336
118	10.050575666666676
119	10.571735666666664
120	10.39312333333333
121	10.02772066666664
122	9.910579999999989
123	9.577860666666657
124	9.835410000000003
125	9.45630466666667
126	9.392441
127	8.960778333333339
128	9.11249166666657
129	9.117196833333237
130	9.062195166666582
131	9.596781833333353
132	9.832525999999993
133	9.556334333333318
134	8.70817966666665
135	8.683016000000007
136	8.798698333333334
137	9.284180666666666
138	10.245322000000003
139	10.48079766666667
140	10.63183066666667
141	10.481817666666666
142	10.018150333333333
143	9.954046666666665
144	10.239374666666667
145	11.802382666666665
146	11.903878666666666
147	12.050004000000001
