line	average
0	9.23153046705177
1	9.530494565566382
2	9.619986039909383
3	9.769391026974862
4	9.87341184298225
5	9.916450472182209
6	9.985745678327913
7	10.005435597163054
8	9.95113585148193
9	9.972173677665555
10	10.050951995082908
11	9.950540298053639
12	10.080362005957682
13	10.15737517398329
14	10.063912685489308
15	10.107066250469423
16	10.033139789773177
17	10.105719210122903
18	10.329390880071003
19	10.350565383168565
20	10.16856846172256
21	10.042095323662974
22	10.03405709761314
23	9.980143124908501
24	10.04609233912528
25	10.174318001668656
26	10.138150810181678
27	10.094271225823482
28	10.273099047749286
29	10.284563412512018
30	10.174971411681245
31	10.378173612983327
32	10.423166081108754
33	10.262176630560512
34	10.26951072963142
35	10.368809176096331
36	10.337062936844088
37	10.397675826344084
38	10.511717045348835
39	10.383812692967883
40	10.193874135273367
41	10.170932673368604
42	10.320024426380947
43	10.346823449952382
44	10.406140331344542
45	10.6441950978164
46	10.524142526538828
47	10.178836134709822
48	10.264422246428573
49	10.34466511358696
50	10.346392079496049
51	10.403644167943973
52	10.341748804169029
53	10.470224153658535
54	10.35231193152439
55	10.275905115472973
56	10.424627663597972
57	10.360881832291668
58	10.640604072701148
59	10.879838277463055
60	10.998146073214286
61	11.079905767857145
62	10.83205061107143
63	10.630635358
64	10.583026129304347
65	10.067116419875777
66	9.87088437857143
67	10.211191113157895
68	9.85334687982456
69	9.91914568888889
70	10.068799322222223
71	9.735339510714287
72	10.383453277380951
73	10.664409170833332
74	10.150461008333334
75	10.208381041666666
76	10.227530004166665
77	10.1907084625
78	10.3277318375
79	10.9012259625
80	10.749427999999998
81	9.997684229166666
82	9.686432931818182
83	9.966806863636364
84	10.601465295454545
85	10.458172022727272
86	10.47813709090909
87	10.651000654040404
88	10.367892888888889
89	10.098653944444445
90	10.044424333333334
91	9.951958930555556
92	10.483627375
93	10.28099
94	9.603674833333333
95	10.707265083333333
96	11.233717958333333
97	11.003648008333332
98	10.373388900000002
99	9.84000288
100	9.6448780925
101	9.103183937499999
102	10.374153458333332
103	11.480187666666666
104	11.0856885
105	10.12506045
106	10.005582616666665
107	11.486534416666666
108	11.192276416666667
109	10.474182166666667
110	10.445973833333333
111	10.688188666666667
112	10.641950166666668
113	9.8368635
114	9.630505166666666
115	9.613514666666667
116	10.642101
117	10.838091250000002
118	10.641047
119	11.337123250000001
120	10.97934875
121	10.64067925
122	10.53894875
123	10.400833249999998
124	10.03363175
125	10.754697
126	10.8199425
127	10.343960500000001
128	10.455463
129	9.585211999999999
130	10.620301625
131	10.702938875000001
132	10.301764250000002
133	10.309276749999999
134	9.17716225
135	10.065883000000001
136	10.732954500000002
137	9.780831500000001
138	10.1437965
139	12.08362725
140	11.3580295
141	9.861405
142	10.963355499999999
143	9.9251915
144	9.0697485
145	11.295192
146	12.697695499999998
147	11.5665045
148	11.666624
