line	average
0	9.361457718294256
1	9.559882996724102
2	9.72003142490965
3	9.788494515001346
4	9.917674379758202
5	9.932730949236714
6	10.005690215878737
7	9.955854535436528
8	9.996642215437165
9	9.98619880071643
10	9.996245179818304
11	10.05832435291118
12	10.067193965751892
13	10.13390594453496
14	10.084996795426386
15	10.051082355061553
16	10.112867811848782
17	10.199298774795938
18	10.324484874112377
19	10.241198275862375
20	10.132954503173691
21	10.03019275215876
22	10.007337611964317
23	10.03285742913363
24	10.10084488133466
25	10.138195885982414
26	10.132964139133463
27	10.204049916702834
28	10.230572540687023
29	10.25785004060801
30	10.30062225084305
31	10.3502518196725
32	10.358759063429227
33	10.277809897437896
34	10.32252112675428
35	10.327734101626946
36	10.407964524562724
37	10.423006014461947
38	10.439131028645255
39	10.287138220414802
40	10.211941447325101
41	10.244612709356845
42	10.313907657111109
43	10.401417814674138
44	10.530021438068077
45	10.519630532398436
46	10.378485306978265
47	10.266448631473216
48	10.258833698343688
49	10.378152594664034
50	10.351648312687287
51	10.376208388385413
52	10.434203028795613
53	10.341986897439023
54	10.390307236331575
55	10.311589237398648
56	10.39602050350976
57	10.554721875550767
58	10.69949424608648
59	10.979564702832512
60	10.992362042857145
61	10.94770625857143
62	10.747354899380953
63	10.616453166202897
64	10.237398771917185
65	10.109952513250517
66	9.989508761152884
67	9.967439486549708
68	10.021682968031188
69	9.872511625925926
70	9.94301138862434
71	10.182050018253967
72	10.340084621031744
73	10.458797683333332
74	10.22336979722222
75	10.167544905555554
76	10.250201433333332
77	10.247112102777777
78	10.699332072222221
79	10.619591794444444
80	10.479300333333333
81	9.809729773989899
82	9.957552909090909
83	10.212250484848484
84	10.472045636363637
85	10.553137303030303
86	10.50506920875421
87	10.492951213804714
88	10.252080444444445
89	10.088567
90	9.97479113888889
91	10.345215953703702
92	10.132501583333331
93	10.113026555555555
94	10.281593388888888
95	10.748178527777776
96	11.214908838888888
97	10.525594405555557
98	10.285765453333333
99	9.619747795
100	9.438962145
101	9.975848180555554
102	10.66250186111111
103	11.297517888888889
104	10.496439855555556
105	10.314447855555555
106	10.763670466666667
107	11.025925166666667
108	11.076070166666668
109	10.33221811111111
110	10.740011666666668
111	10.444063444444446
112	10.333938111111111
113	9.73894111111111
114	9.648314444444445
115	10.27576611111111
116	10.453371833333334
117	10.960787666666667
118	10.91672
119	11.054959333333334
120	10.916474833333334
121	10.522843
122	10.530797833333333
123	10.118144666666666
124	10.67463
125	10.397550833333334
126	10.881515833333333
127	10.1980615
128	10.058362166666667
129	10.382288916666667
130	10.223346083333334
131	10.859990416666667
132	10.015996166666666
133	9.842806000000001
134	9.858742000000001
135	10.125257833333334
136	10.261188166666669
137	10.177200166666667
138	11.161636666666666
139	11.2286655
140	10.973375666666668
141	10.481817666666666
142	10.018150333333333
143	9.954046666666665
144	10.239374666666667
145	11.802382666666665
146	11.903878666666666
147	12.050004000000001
