line	upper
0	11.401381427391723
1	11.550323840696866
2	11.618292600225628
3	11.688862081336913
4	11.784118545726377
5	11.72303656483734
6	11.727061554745363
7	11.704290895277797
8	11.663368242546571
9	11.664569934936866
10	11.69520885598022
11	11.749116159885089
12	11.799425774160728
13	11.791502462293087
14	11.796753157195392
15	11.891166608203868
16	11.913609243807468
17	11.87621444126641
18	11.903897244680852
19	11.888879190558487
20	11.763107153609528
21	11.741544642733787
22	11.803465860116527
23	11.802975309978212
24	11.79949999298623
25	11.927969447350028
26	11.867536048785984
27	11.83976827297806
28	11.975844093357914
29	12.015265835989155
30	11.917216621131363
31	11.979972529863137
32	12.037559587745438
33	11.960718859373262
34	12.027118826897908
35	12.180228442448115
36	12.227136788078223
37	12.093207359526414
38	12.096837230987187
39	11.975171549257997
40	11.808363081059715
41	11.83659242380917
42	12.061186769332469
43	12.071074579744446
44	11.988200847549715
45	12.084618418474223
46	11.977574604176716
47	11.889150240006671
48	11.870368740125352
49	12.058290701257553
50	12.144995710777781
51	12.08794514420974
52	12.140089549406856
53	12.224017847515935
54	12.131676067731101
55	12.223687405103044
56	12.534527172873464
57	12.70957137003515
58	12.852312945866819
59	12.954434900511558
60	12.922971223121692
61	12.843619485943709
62	12.465104705698735
63	12.239137450199262
64	12.211440700406666
65	11.951641636571523
66	11.974276408117374
67	12.045666248992926
68	11.913751938210883
69	12.106157229056
70	12.34171295116202
71	12.010131378034169
72	12.085668059442453
73	12.255898972038608
74	11.962889208980886
75	11.98765723556371
76	12.5289321798132
77	12.382611975022305
78	12.219193491319936
79	11.986305335749055
80	11.763757564858231
81	11.53043852162923
82	11.598448562138065
83	11.762845253299501
84	12.040822426076653
85	11.976956576802134
86	11.653322024786984
87	11.511509867128677
88	11.260093549471835
89	11.385257834878317
90	11.17916338568764
91	11.286149777841747
92	11.889889379554011
93	12.160078151505287
94	12.298333419849799
95	12.37065147343913
96	12.455065662411986
97	11.655331672140866
98	11.141163601011625
99	11.246966118310706
100	11.656221133951433
101	11.557322696959538
102	11.693754016797158
103	12.035608671242816
104	12.06076680661466
105	11.781629375645062
106	11.997319828038332
107	11.941904588651902
108	12.18649993840629
109	11.504419346880052
110	11.422627952062623
111	10.910205288598167
112	11.018137072167287
113	11.285228624361514
114	11.477628054423016
115	11.688556725953415
116	12.047346799999994
117	11.9894292
118	11.561867200000002
119	11.39120120000001
120	11.20484440000001
121	10.887205800000011
122	11.376601400000006
123	11.144226800000006
124	11.698780999999995
125	11.547198799999995
126	11.351709200000055
127	11.778899600000056
128	11.57461880000005
129	11.203274200000049
130	11.037372600000063
131	11.049645800000002
132	10.8204282
133	11.147174200000011
134	10.809933200000014
135	11.342880199999996
136	12.3163784
137	11.390270599999997
138	11.191332799999998
139	11.571262199999996
140	10.759028999999998
141	9.916989999999998
142	10.528967
143	11.051506199999999
144	10.7702266
145	11.748079200000001
