line	max
0	17.1971136
1	17.504090400000003
2	17.6543926
3	17.713845
4	17.4934968
5	17.6326806
6	17.1610978
7	16.6347794
8	16.495830599999998
9	16.604081
10	16.175552
11	16.5514854
12	17.0987576
13	17.1185036
14	17.392806200000003
15	17.8495048
16	17.7131588
17	17.4599822
18	17.1914378
19	17.163268199999997
20	17.0528014
21	17.105690000000003
22	17.2943782
23	17.3985434
24	17.166623599999998
25	17.3388134
26	16.905148599999997
27	16.437501200000003
28	16.6556512
29	16.4553128
30	15.752002199999998
31	16.273212
32	16.4453356
33	16.269903
34	16.399864799999996
35	16.785806
36	16.442844
37	16.1268132
38	16.165841800000003
39	15.6415018
40	15.081165000000002
41	15.160563399999997
42	15.621113799999998
43	15.4266626
44	15.664177999999998
45	15.8100166
46	15.135174799999998
47	14.8303358
48	14.652193399999998
49	14.776346100000001
50	14.986062899999999
51	14.9884117
52	15.1434111
53	15.091958299999998
54	14.758383799999999
55	15.0530452
56	15.8979954
57	16.025275599999997
58	16.3905344
59	16.3826368
60	16.3298188
61	16.035243200000004
62	15.563903
63	15.382450599999999
64	15.751134200000001
65	14.710725300000002
66	14.5451639
67	14.612748700000001
68	13.9733283
69	13.814504499999998
70	14.719079599999997
71	14.008522
72	13.6033114
73	14.054602399999998
74	13.566287299999999
75	13.858982500000002
76	15.167273900000001
77	15.247847099999998
78	14.9614251
79	14.599367800000001
80	13.5282824
81	12.9704658
82	13.047771599999999
83	13.0048002
84	13.3987054
85	13.358892599999999
86	12.690237400000001
87	12.407619399999998
88	12.1409648
89	12.2919868
90	12.0755484
91	12.329872599999998
92	13.044998000000001
93	13.397627599999998
94	13.576699999999999
95	13.558860000000001
96	13.5539862
97	12.5484522
98	11.854361200000001
99	11.5983156
100	11.932951399999999
101	11.5662476
102	11.7645862
103	12.115817400000001
104	12.3182546
105	12.006880800000001
106	12.3732792
107	12.2435598
108	12.54173
109	11.7883102
110	11.757611
111	11.1135246
112	11.1971278
113	11.383902399999998
114	11.555235199999998
115	11.7021318
116	12.0473468
117	11.9894292
118	11.5618672
119	11.3912012
120	11.2048444
121	10.887205799999998
122	11.3766014
123	11.1442268
124	11.698780999999999
125	11.547198799999999
126	11.351709199999998
127	11.778899599999999
128	11.5746188
129	11.2032742
130	11.037372600000001
131	11.0496458
132	10.8204282
133	11.1471742
134	10.8099332
135	11.3428802
136	12.3163784
137	11.3902706
138	11.191332800000001
139	11.571262199999998
140	10.759029000000002
141	9.916989999999998
142	10.528967
143	11.051506199999999
144	10.7702266
145	11.748079200000001
